oid,name,eid,amount,year,country,herddod,herddoe,herdhhs,herdnasa,herdnsf,herdusda,herdfedother,herdstate,herdinst,herdbusi,herdnonprof,herdallother
12646,Iowa State University,217987,"$111,000.00",2023,USA,"$12,259,000.00","$34,045,000.00","$31,326,000.00","$4,612,000.00","$35,809,000.00","$50,328,000.00","$27,015,000.00","$34,183,000.00","$156,282,000.00","$21,246,000,000.00","$13,084,000,000.00","$634,000,000.00"
11566,Florida State University,216190,"$164,056,000.00",2023,USA,"$24,311,000.00","$10,765,000.00","$46,547,000.00","$3,808,000.00","$75,363,000.00","$898,000.00","$33,631,000.00","$36,977,000.00","$166,809,000.00","$5,614,000,000.00","$3,466,000,000.00","$6,274,000,000.00"
12675,Tulane University,217892,"$1,250,000.00",2023,USA,"$4,515,000.00","$1,202,000.00","$128,199,000.00","$793,000.00","$9,465,000.00","$862,000.00","$7,432,000.00","$4,121,000.00","$60,978,000.00","$8,428,000,000.00","$16,709,000,000.00","$15,735,000,000.00"
11500,University of California Office of the President,223246,"$106,856,000.00",2023,USA,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,000.00",$0.00,"$41,345,000.00","$22,143,000.00",$0.00,$0.00,"$116,000,000.00"
11864,University of Missouri–Kansas City,114183,"$14,025,000.00",2023,USA,"$11,816,000.00","$150,000.00","$12,707,000.00","$256,000.00","$1,990,000.00","$190,000.00","$1,006,000.00","$336,000.00","$20,030,000.00","$582,000,000.00","$934,000,000.00","$4,568,000,000.00"
11540,Delaware State University,113940,"$151,546,000.00",2023,USA,"$3,092,000.00",$0.00,"$8,286,000.00","$101,000.00","$2,039,000.00","$5,147,000.00","$5,502,000.00","$4,093,000.00","$3,975,000.00","$48,000,000.00","$1,181,000,000.00","$35,000,000.00"
12641,Des Moines University,113941,"$496,000.00",2023,USA,$0.00,$0.00,"$430,000.00",$0.00,"$4,000.00",$0.00,"$122,000.00","$7,000.00","$3,225,000.00",$0.00,"$144,000,000.00",$0.00
11619,Chicago State University,113919,"$1,228,000.00",2023,USA,$0.00,"$170,000.00","$68,000.00","$55,000.00","$3,463,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
12162,Benedict College,200487,"$668,000.00",2023,USA,$0.00,"$467,000.00","$299,000.00","$116,000.00","$316,000.00",$0.00,"$467,000.00",$0.00,$0.00,"$635,000,000.00","$7,000,000.00",$0.00
12706,"University of Maryland, Baltimore",224926,"$100,000.00",2023,USA,,,,,,,,,,,,
12707,"University of Maryland, College Park",218348,"$1,005,000.00",2023,USA,,,,,,,,,,,,
11541,Association of Universities for Research in Astronomy,205889,"$312,865,000.00",2023,USA,,,,,,,,,,,,
12747,University of Massachusetts Lowell,113763,"$2,004,000.00",2023,USA,"$20,980,000.00","$5,058,000.00","$16,578,000.00","$2,770,000.00","$8,163,000.00","$240,000.00","$7,624,000.00","$4,420,000.00","$39,726,000.00","$7,554,000,000.00","$2,527,000,000.00","$1,696,000,000.00"
12717,Brandeis University,217641,"$56,000.00",2023,USA,"$609,000.00","$2,055,000.00","$35,566,000.00","$326,000.00","$7,849,000.00",$0.00,"$249,000.00","$406,000.00","$41,318,000.00","$661,000,000.00","$10,730,000,000.00","$3,884,000,000.00"
12744,University of Massachusetts Boston,218022,"$29,000.00",2023,USA,"$687,000.00",$0.00,"$11,250,000.00","$816,000.00","$6,106,000.00","$97,000.00","$8,142,000.00","$7,176,000.00","$27,225,000.00","$2,400,000,000.00","$6,733,000,000.00","$346,000,000.00"
12353,University of Wisconsin–Milwaukee,204533,"$14,866,000.00",2023,USA,"$859,000.00","$2,698,000.00","$10,328,000.00","$503,000.00","$8,497,000.00","$379,000.00","$2,348,000.00","$17,207,000.00","$13,084,000.00","$1,431,000,000.00","$1,450,000,000.00","$1,928,000,000.00"
11406,Alaska Pacific University,197395,"$3,362,000.00",2023,USA,$0.00,$0.00,$0.00,"$60,000.00","$406,000.00","$7,000.00","$154,000.00",$0.00,$0.00,"$1,173,000,000.00",$0.00,"$23,000,000.00"
12164,Claflin University,221956,"$1,175,000.00",2023,USA,"$19,000.00","$571,000.00","$463,000.00",$0.00,"$365,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
8791,University of Illinois Urbana-Champaign,222487,"$196,517,000.00",2021,USA,"$58,649,000.00","$84,115,000.00","$85,578,000.00","$10,081,000.00","$120,001,000.00","$19,849,000.00","$28,339,000.00","$26,853,000.00","$206,718,000.00","$41,455,000,000.00","$33,562,000,000.00","$16,068,000,000.00"
8749,University of Hawaiʻi at Mānoa,204261,"$1,074,000.00",2021,USA,"$29,477,000.00","$5,551,000.00","$47,305,000.00","$11,971,000.00","$29,782,000.00","$9,056,000.00","$24,630,000.00","$20,742,000.00","$78,176,000.00","$2,660,000,000.00","$11,138,000,000.00","$1,280,000,000.00"
8751,University of Hawaiʻi at Mānoa,204261,"$115,616,000.00",2021,USA,"$29,477,000.00","$5,551,000.00","$47,305,000.00","$11,971,000.00","$29,782,000.00","$9,056,000.00","$24,630,000.00","$20,742,000.00","$78,176,000.00","$2,660,000,000.00","$11,138,000,000.00","$1,280,000,000.00"
9167,North Carolina Central University,217791,"$14,002,000.00",2021,USA,"$63,000.00","$485,000.00","$6,676,000.00","$41,000.00","$2,691,000.00","$48,000.00","$672,000.00","$976,000.00",$0.00,"$503,000,000.00","$844,000,000.00","$1,106,000,000.00"
8562,Azusa Pacific University,217800,"$162,000.00",2021,USA,"$32,000.00",$0.00,"$156,000.00","$9,000.00","$15,000.00",$0.00,$0.00,"$59,000.00","$4,893,000.00","$2,000,000.00","$152,000,000.00",$0.00
9312,South Carolina State University,114128,"$91,472,000.00",2021,USA,$0.00,"$778,000.00","$1,217,000.00","$72,000.00","$1,630,000.00","$128,000.00","$108,000.00",$0.00,$0.00,$0.00,$0.00,$0.00
8529,Troy University,114161,"$1,337,000.00",2021,USA,$0.00,$0.00,$0.00,$0.00,"$37,000.00","$139,000.00","$1,312,000.00",$0.00,"$35,000.00","$25,000,000.00",$0.00,$0.00
8790,Eastern Illinois University,113952,"$49,978,000.00",2021,USA,,,,,,,,"$10,000.00","$169,000.00","$4,000,000.00","$57,000,000.00",$0.00
820,Harvard University,218944,"$439,764.00",2022,USA,"$57,929,000.00","$20,978,000.00","$472,585,000.00","$9,545,000.00","$49,923,000.00","$387,000.00","$17,336,000.00","$5,379,000.00","$415,763,000.00","$62,034,000,000.00","$179,073,000,000.00","$17,526,000,000.00"
555,University of California Office of the President,223246,"$132,923.00",2022,USA,$0.00,$0.00,$0.00,$0.00,$0.00,"$149,000.00","$9,000.00","$34,007,000.00","$20,390,000.00",$0.00,$0.00,"$85,000,000.00"
996,Lehman College,114025,"$2,055.00",2022,USA,"$69,000.00","$139,000.00","$1,725,000.00","$231,000.00","$1,483,000.00","$2,000.00","$3,000.00","$10,000.00","$421,000.00","$177,000,000.00","$273,000,000.00","$123,000,000.00"
574,Colorado College,217420,$495.00,2022,USA,$0.00,$0.00,$0.00,$0.00,"$868,000.00","$8,000.00","$495,000.00","$258,000.00","$1,090,000.00",$0.00,"$927,000,000.00",$0.00
451,Alabama State University,113864,"$59,947.00",2022,USA,"$340,000.00",$0.00,"$971,000.00","$213,000.00","$1,349,000.00",$0.00,"$57,000.00",$0.00,$0.00,"$216,000,000.00","$1,000,000.00","$31,000,000.00"
13756,Central Connecticut State University,113835,,2022,USA,$0.00,$0.00,"$43,000.00","$87,000.00","$29,000.00",$0.00,"$352,000.00","$58,000.00","$459,000.00",$0.00,"$4,000,000.00","$3,000,000.00"
12729,Harvard University,218944,"$654,000.00",2023,USA,"$49,624,000.00","$20,120,000.00","$490,149,000.00","$7,992,000.00","$54,965,000.00","$385,000.00","$16,718,000.00","$4,250,000.00","$488,906,000.00","$71,497,000,000.00","$202,605,000,000.00","$28,007,000,000.00"
12768,Michigan State University,217558,"$458,000.00",2023,USA,"$15,763,000.00","$156,742,000.00","$118,142,000.00","$4,094,000.00","$61,082,000.00","$37,842,000.00","$41,899,000.00","$46,353,000.00","$300,588,000.00","$18,603,000,000.00","$22,693,000,000.00","$20,275,000,000.00"
12748,University of Massachusetts Chan Medical School,219195,"$600,000.00",2023,USA,"$6,450,000.00","$187,000.00","$214,698,000.00",$0.00,"$1,270,000.00","$243,000.00","$642,000.00","$2,975,000.00","$50,479,000.00","$21,942,000,000.00","$20,295,000,000.00","$7,550,000,000.00"
11608,University of Hawaiʻi at Mānoa,204261,"$107,643,000.00",2023,USA,"$43,913,000.00","$5,895,000.00","$49,521,000.00","$12,685,000.00","$38,423,000.00","$12,709,000.00","$29,059,000.00","$17,555,000.00","$78,084,000.00","$3,390,000,000.00","$20,472,000,000.00","$1,437,000,000.00"
12738,Northeastern University,226756,"$863,000.00",2023,USA,"$43,759,000.00","$5,837,000.00","$61,331,000.00","$1,983,000.00","$57,624,000.00","$116,000.00","$15,363,000.00","$3,336,000.00","$68,663,000.00","$11,524,000,000.00","$18,604,000,000.00","$418,000,000.00"
11592,Georgia Southern University,206364,"$7,764,000.00",2023,USA,"$267,000.00","$287,000.00","$555,000.00","$32,000.00","$1,384,000.00",$0.00,"$1,037,000.00","$521,000.00","$30,268,000.00","$5,367,000,000.00","$270,000,000.00","$38,000,000.00"
12238,Texas A&M University â€“ Corpus Christi,218374,"$8,434,000.00",2023,USA,"$1,036,000.00","$132,000.00","$2,092,000.00","$416,000.00","$4,994,000.00","$324,000.00","$8,748,000.00","$10,790,000.00","$5,118,000.00","$230,000,000.00","$2,783,000,000.00","$2,642,000,000.00"
12771,Oakland University,217836,"$308,000.00",2023,USA,"$858,000.00","$27,000.00","$5,465,000.00","$61,000.00","$3,164,000.00","$25,000.00",$0.00,"$3,066,000.00","$15,987,000.00","$4,953,000,000.00","$1,636,000,000.00","$2,021,000,000.00"
12741,Suffolk University,114147,"$328,000.00",2023,USA,$0.00,$0.00,"$103,000.00",$0.00,"$103,000.00",$0.00,"$687,000.00","$737,000.00","$3,303,000.00",$0.00,"$231,000,000.00",$0.00
11716,University of Louisiana at Monroe,114176,"$299,000.00",2023,USA,$0.00,$0.00,"$1,313,000.00",$0.00,"$15,000.00",$0.00,"$327,000.00","$371,000.00","$3,000.00","$30,000,000.00","$144,000,000.00",$0.00
12773,Concordia University Ann Arbor,130869,"$400,000.00",2023,USA,,,,,,,,,,,,
12793,University of Minnesota,224657,"$336,000.00",2023,USA,,,,,,,,,,,,
13917,Pittsburg State University,220507,,2023,USA,$0.00,$0.00,"$136,000.00","$48,000.00","$289,000.00","$14,000.00","$1,104,000.00","$633,000.00",$0.00,"$755,000,000.00",$0.00,$0.00
8715,Nova Southeastern University,114078,"$7,850,000.00",2021,USA,"$4,057,000.00",$0.00,"$3,585,000.00",$0.00,"$12,000.00",$0.00,"$2,732,000.00","$3,636,000.00","$9,152,000.00","$486,000,000.00","$629,000,000.00","$224,000,000.00"
11513,Colorado College,217420,"$55,000.00",2023,USA,$0.00,$0.00,$0.00,"$44,000.00","$567,000.00",$0.00,$0.00,$0.00,"$1,000,000.00",$0.00,"$887,000,000.00",$0.00
11660,Butler University,211818,"$392,000.00",2023,USA,$0.00,$0.00,"$375,000.00","$76,000.00","$616,000.00",$0.00,"$10,000.00",$0.00,"$199,000.00","$20,000,000.00","$100,000,000.00",$0.00
8629,"University of California, Berkeley",224305,"$304,630,000.00",2021,USA,"$42,813,000.00","$42,232,000.00","$137,347,000.00","$41,499,000.00","$63,624,000.00","$3,468,000.00","$23,495,000.00","$40,383,000.00","$185,077,000.00","$71,696,000,000.00","$137,896,000,000.00","$57,342,000,000.00"
9178,Wake Forest University,218441,"$129,454,000.00",2021,USA,"$13,142,000.00","$416,000.00","$164,756,000.00","$858,000.00","$2,607,000.00","$147,000.00","$6,961,000.00","$12,370,000.00","$23,080,000.00","$15,449,000,000.00","$16,849,000,000.00","$7,581,000,000.00"
8929,Grand Valley State University,219090,"$1,211,000.00",2021,USA,$0.00,$0.00,"$600,000.00","$64,000.00","$378,000.00","$31,000.00","$342,000.00","$418,000.00","$3,398,000.00",$0.00,"$1,023,000,000.00","$555,000,000.00"
8872,Towson University,218892,"$2,761,000.00",2021,USA,"$466,000.00",$0.00,"$158,000.00",$0.00,"$836,000.00","$63,000.00","$235,000.00","$153,000.00","$1,608,000.00","$42,000,000.00","$181,000,000.00","$52,000,000.00"
13557,Framingham State University,119202,,2021,USA,"$108,000.00",$0.00,$0.00,$0.00,"$11,000.00","$69,000.00",$0.00,$0.00,$0.00,"$81,000,000.00","$2,132,000,000.00",$0.00
14205,Bridgewater State University,113898,,2021,USA,,,,,,,,"$18,000.00","$141,000.00",$0.00,$0.00,$0.00
22,New York University,218122,"$509,567.00",2022,USA,"$19,381,000.00","$5,322,000.00","$583,692,000.00","$1,572,000.00","$43,497,000.00","$840,000.00","$14,077,000.00","$17,982,000.00","$296,131,000.00","$58,776,000,000.00","$101,175,000,000.00","$133,593,000,000.00"
656,Mercer University Health Sciences Center,114039,$493.00,2022,USA,"$30,267,000.00",$0.00,"$2,175,000.00","$25,000.00","$37,000.00",$0.00,$0.00,"$46,000.00","$9,218,000.00","$4,083,000,000.00","$112,000,000.00","$4,259,000,000.00"
13673,University of Wisconsinâ€“Superior,114220,,2022,USA,$0.00,$0.00,$0.00,"$1,000.00","$28,000.00",$0.00,"$3,606,000.00","$135,000.00","$617,000.00","$152,000,000.00","$76,000,000.00",$0.00
335,Middlebury College,114043,"$1,226.00",2022,USA,"$54,000.00",$0.00,"$1,079,000.00","$65,000.00","$1,036,000.00","$42,000.00","$5,000.00","$10,000.00","$49,000.00",$0.00,"$263,000,000.00",$0.00
12818,University of Missouri System,217548,"$780,000.00",2023,USA,,,,,,,,,,,,
966,New Mexico Highlands University,114067,"$2,238.00",2022,USA,"$356,000.00","$30,000.00","$121,000.00","$66,000.00","$386,000.00","$110,000.00","$219,000.00",$0.00,$0.00,$0.00,"$43,000,000.00",$0.00
13759,West Virginia School of Osteopathic Medicine,122416,,2022,USA,$0.00,$0.00,"$468,000.00",$0.00,$0.00,$0.00,$0.00,"$11,000.00","$850,000.00",$0.00,$0.00,$0.00
12302,Virginia Commonwealth University,217753,"$139,710,000.00",2023,USA,"$11,522,000.00","$1,708,000.00","$138,334,000.00","$885,000.00","$6,997,000.00","$1,064,000.00","$24,342,000.00","$47,846,000.00","$207,023,000.00","$22,681,000,000.00","$17,458,000,000.00","$70,000,000.00"
11561,Florida International University,218717,"$85,191,000.00",2023,USA,"$23,309,000.00","$10,226,000.00","$52,808,000.00","$2,929,000.00","$31,761,000.00","$1,093,000.00","$34,255,000.00","$21,887,000.00","$115,737,000.00","$3,019,000,000.00","$7,971,000,000.00","$1,439,000,000.00"
12343,Marquette University,221634,"$17,740,000.00",2023,USA,"$1,924,000.00","$2,952,000.00","$10,104,000.00","$41,000.00","$4,396,000.00","$20,000.00","$618,000.00","$246,000.00","$18,010,000.00","$879,000,000.00","$2,385,000,000.00","$6,244,000,000.00"
12861,Montclair State University,221321,"$693,000.00",2023,USA,$0.00,"$43,000.00","$1,763,000.00","$67,000.00","$3,038,000.00","$34,000.00","$971,000.00","$707,000.00","$29,934,000.00","$26,000,000.00","$1,621,000,000.00","$5,000,000.00"
11813,Oakland University,217836,"$10,244,000.00",2023,USA,"$858,000.00","$27,000.00","$5,465,000.00","$61,000.00","$3,164,000.00","$25,000.00",$0.00,"$3,066,000.00","$15,987,000.00","$4,953,000,000.00","$1,636,000,000.00","$2,021,000,000.00"
12843,University of Nebraska at Omaha,218993,"$62,000.00",2023,USA,"$2,956,000.00",$0.00,"$4,908,000.00","$6,000.00","$3,766,000.00",$0.00,"$10,460,000.00","$3,184,000.00","$4,886,000.00","$61,000,000.00","$512,000,000.00","$102,000,000.00"
12822,Saint Louis University,226705,"$55,000.00",2023,USA,"$182,000.00",$0.00,"$2,364,000.00","$3,000.00","$1,162,000.00","$220,000.00","$638,000.00","$82,000.00","$5,245,000.00","$105,000,000.00","$2,190,000,000.00","$617,000,000.00"
13889,University of Wisconsinâ€“Superior,114220,,2023,USA,$0.00,$0.00,$0.00,"$19,000.00","$4,000.00",$0.00,"$3,536,000.00","$81,000.00","$1,062,000.00","$87,000,000.00","$36,000,000.00",$0.00
12847,Nevada System of Higher Education,222134,"$222,000.00",2023,USA,,,,,,,,,,,,
12854,University System of New Hampshire,219216,"$1,498,000.00",2023,USA,,,,,,,,,,,,
11483,San Diego State University,218463,"$62,754,000.00",2023,USA,"$1,663,000.00","$37,000.00","$62,000.00","$50,000.00","$1,245,000.00","$48,000.00","$396,000.00",,,,,
11505,San Diego State University,218463,"$4,291,000.00",2023,USA,"$1,663,000.00","$37,000.00","$62,000.00","$50,000.00","$1,245,000.00","$48,000.00","$396,000.00",,,,,
8936,Michigan State University,217558,"$274,656,000.00",2021,USA,"$14,834,000.00","$108,509,000.00","$84,853,000.00","$3,963,000.00","$71,392,000.00","$32,154,000.00","$34,184,000.00","$41,609,000.00","$275,632,000.00","$11,016,000,000.00","$17,600,000,000.00","$14,432,000,000.00"
8920,Woods Hole Oceanographic Institution,222575,"$178,122,000.00",2021,USA,"$65,558,000.00","$2,625,000.00","$1,859,000.00","$7,249,000.00","$120,859,000.00","$41,000.00","$24,160,000.00","$1,029,000.00","$16,006,000.00","$2,804,000,000.00","$9,792,000,000.00","$10,066,000,000.00"
8881,United States Naval Academy,225308,"$5,234,000.00",2021,USA,"$9,593,000.00","$175,000.00",$0.00,"$59,000.00","$420,000.00",$0.00,$0.00,$0.00,"$169,000.00",$0.00,"$402,000,000.00",$0.00
8655,Colorado State University Pueblo,217936,"$8,880,000.00",2021,USA,$0.00,$0.00,$0.00,"$8,000.00","$270,000.00",$0.00,"$1,230,000.00","$1,244,000.00","$201,000.00",$0.00,$0.00,"$37,000,000.00"
8865,Bowie State University,113896,"$1,966,000.00",2021,USA,"$202,000.00","$49,000.00","$2,000.00","$74,000.00","$601,000.00","$24,000.00","$446,000.00",$0.00,$0.00,$0.00,$0.00,$0.00
13559,Liberty University,217785,,2021,USA,$0.00,"$75,000.00","$45,000.00",$0.00,$0.00,$0.00,$0.00,"$75,000.00","$657,000.00","$68,000,000.00","$17,000,000.00",$0.00
14208,Minot State University,114048,,2021,USA,,,,,,,,"$48,000.00","$25,000.00",$0.00,$0.00,$0.00
651,Georgia Institute of Technology,217592,"$367,555.00",2022,USA,"$694,431,000.00","$26,906,000.00","$56,193,000.00","$14,950,000.00","$60,585,000.00","$744,000.00","$86,679,000.00","$117,204,000.00","$62,025,000.00","$82,540,000,000.00","$25,348,000,000.00","$3,880,000,000.00"
152,Portland State University,218267,"$20,962.00",2022,USA,"$1,971,000.00","$1,262,000.00","$11,223,000.00","$783,000.00","$7,098,000.00","$749,000.00","$7,836,000.00","$2,635,000.00","$3,949,000.00","$636,000,000.00","$2,882,000,000.00","$459,000,000.00"
156,Portland State University,218267,$673.00,2022,USA,"$1,971,000.00","$1,262,000.00","$11,223,000.00","$783,000.00","$7,098,000.00","$749,000.00","$7,836,000.00","$2,635,000.00","$3,949,000.00","$636,000,000.00","$2,882,000,000.00","$459,000,000.00"
768,Southern University and Agricultural and Mechanical College,213061,"$12,179.00",2022,USA,"$255,000.00","$172,000.00","$432,000.00","$163,000.00","$2,492,000.00","$5,000.00","$76,000.00","$80,000.00","$34,000.00","$635,000,000.00",$0.00,$0.00
63,Vassar College,217888,$407.00,2022,USA,"$13,000.00",$0.00,"$298,000.00",$0.00,"$741,000.00",$0.00,$0.00,"$21,000.00","$1,106,000.00",$0.00,"$378,000,000.00","$23,000,000.00"
767,Southeastern Louisiana University,114130,$498.00,2022,USA,$0.00,$0.00,"$547,000.00","$28,000.00","$328,000.00",$0.00,"$382,000.00","$266,000.00","$784,000.00","$61,000,000.00","$11,000,000.00",$0.00
979,Canisius College,113906,$924.00,2022,USA,$0.00,"$95,000.00","$75,000.00",$0.00,"$159,000.00",$0.00,"$125,000.00",$0.00,$0.00,$0.00,"$706,000,000.00",$0.00
12927,New York University,218122,"$998,000.00",2023,USA,"$21,849,000.00","$4,386,000.00","$696,483,000.00","$1,829,000.00","$43,877,000.00","$523,000.00","$18,257,000.00","$9,599,000.00","$327,502,000.00","$73,289,000,000.00","$118,376,000,000.00","$141,454,000,000.00"
12171,Medical University of South Carolina,218809,"$133,168,000.00",2023,USA,"$1,201,000.00",$0.00,"$160,174,000.00",$0.00,"$423,000.00",$0.00,"$7,159,000.00","$7,944,000.00","$110,106,000.00","$26,042,000,000.00","$8,152,000,000.00","$12,625,000,000.00"
11951,Hunter College,195274,"$18,754,000.00",2023,USA,"$813,000.00","$828,000.00","$18,145,000.00","$324,000.00","$1,787,000.00",$0.00,"$227,000.00","$3,037,000.00","$9,506,000.00","$739,000,000.00","$1,293,000,000.00","$473,000,000.00"
12011,United States Military Academy,120281,"$2,977,000.00",2023,USA,"$18,493,000.00","$1,000.00","$817,000.00",$0.00,"$79,000.00",$0.00,$0.00,$0.00,"$66,000.00","$269,000,000.00","$700,000,000.00","$68,000,000.00"
13918,Sul Ross State University,217862,,2023,USA,$0.00,$0.00,$0.00,$0.00,$0.00,"$371,000.00","$1,197,000.00","$1,223,000.00","$1,804,000.00",$0.00,"$283,000,000.00",$0.00
12911,City University of New York,196138,"$666,000.00",2023,USA,$0.00,$0.00,$0.00,$0.00,"$2,901,000.00",$0.00,$0.00,"$413,000.00","$730,000.00","$18,000,000.00","$234,000,000.00",$0.00
11675,Des Moines University,113941,"$648,000.00",2023,USA,$0.00,$0.00,"$430,000.00",$0.00,"$4,000.00",$0.00,"$122,000.00","$7,000.00","$3,225,000.00",$0.00,"$144,000,000.00",$0.00
11581,Albany State University,222103,"$546,000.00",2023,USA,"$6,000.00","$14,000.00",$0.00,"$64,000.00","$462,000.00","$102,000.00","$1,033,000.00","$106,000.00",$0.00,"$145,000,000.00",$0.00,$0.00
11793,Western New England University,220930,"$108,000.00",2023,USA,$0.00,"$3,000.00","$83,000.00",$0.00,"$341,000.00",$0.00,"$111,000.00","$54,000.00","$302,000.00","$89,000,000.00","$132,000,000.00",$0.00
12948,New York State Unified Court System,122424,"$292,000.00",2023,USA,,,,,,,,,,,,
9363,Prairie View A&M University,114094,"$13,611,000.00",2021,USA,"$898,000.00","$595,000.00","$30,000.00","$835,000.00","$1,935,000.00","$5,141,000.00","$132,000.00","$4,041,000.00","$3,421,000.00","$115,000,000.00","$439,000,000.00",$0.00
12124,Gettysburg College,217819,"$34,000.00",2023,USA,$0.00,$0.00,"$98,000.00","$3,000.00","$412,000.00",$0.00,"$4,000.00",$0.00,"$146,000.00",$0.00,"$204,000,000.00","$232,000,000.00"
8798,Indiana University Bloomington,212384,"$69,507,000.00",2021,USA,"$15,118,000.00","$6,110,000.00","$252,908,000.00","$1,108,000.00","$39,460,000.00","$267,000.00","$11,355,000.00","$3,863,000.00","$264,093,000.00","$29,077,000,000.00","$70,216,000,000.00","$1,683,000,000.00"
8705,Florida International University,218717,"$60,456,000.00",2021,USA,"$14,133,000.00","$6,963,000.00","$36,876,000.00","$2,012,000.00","$22,802,000.00","$1,034,000.00","$21,489,000.00","$19,445,000.00","$111,950,000.00","$2,311,000,000.00","$6,437,000,000.00","$623,000,000.00"
9257,Franklin & Marshall College,217779,"$908,000.00",2021,USA,$0.00,$0.00,"$567,000.00","$6,000.00","$574,000.00",$0.00,"$216,000.00","$209,000.00","$1,622,000.00","$279,000,000.00","$61,000,000.00","$188,000,000.00"
9274,Saint Joseph's University,114104,"$436,000.00",2021,USA,"$20,000.00",$0.00,"$134,000.00",$0.00,"$601,000.00",$0.00,"$403,000.00","$673,000.00","$872,000.00","$134,000,000.00","$85,000,000.00",$0.00
14210,Bluefield State College,146861,,2021,USA,,,,,,,,"$5,000.00",$0.00,$0.00,$0.00,$0.00
404,Marquette University,221634,"$16,447.00",2022,USA,"$1,068,000.00","$1,901,000.00","$7,480,000.00","$122,000.00","$4,047,000.00","$190,000.00","$508,000.00","$207,000.00","$16,222,000.00","$752,000,000.00","$2,440,000,000.00","$5,701,000,000.00"
984,Columbia University,218849,"$803,388.00",2022,USA,$0.00,$0.00,"$401,000.00",$0.00,"$3,587,000.00",$0.00,"$6,189,000.00","$4,357,000.00",$0.00,"$1,846,000,000.00","$12,335,000,000.00","$2,263,000,000.00"
13674,Youngstown State University,114243,,2022,USA,"$2,301,000.00","$24,000.00","$393,000.00","$69,000.00","$611,000.00",$0.00,"$135,000.00","$260,000.00","$305,000.00","$42,000,000.00","$17,000,000.00",$0.00
559,San Francisco State University,217981,"$836,277.00",2022,USA,$0.00,"$41,000.00","$99,000.00","$102,000.00","$285,000.00",$0.00,"$20,000.00","$265,000.00","$1,123,000.00",$0.00,"$717,000,000.00","$5,000,000.00"
218,Furman University,218351,$607.00,2022,USA,$0.00,$0.00,"$288,000.00","$38,000.00","$873,000.00","$81,000.00",$0.00,"$22,000.00","$1,069,000.00","$25,000,000.00","$169,000,000.00","$85,000,000.00"
838,Western New England University,220930,$358.00,2022,USA,$0.00,"$147,000.00","$134,000.00",$0.00,"$274,000.00",$0.00,"$93,000.00","$869,000.00","$314,000.00","$46,000,000.00","$175,000,000.00",$0.00
416,University of Wisconsinâ€“Platteville,219206,$565.00,2022,USA,"$132,000.00","$22,000.00","$81,000.00","$7,000.00","$84,000.00","$66,000.00","$43,000.00","$340,000.00","$224,000.00","$305,000,000.00","$35,000,000.00","$10,000,000.00"
13016,Cincinnati Christian University,129529,"$105,000.00",2023,USA,"$16,982,000.00","$4,401,000.00","$346,063,000.00","$745,000.00","$14,900,000.00","$21,000.00","$8,831,000.00","$7,782,000.00","$185,586,000.00","$49,685,000,000.00","$44,304,000,000.00","$19,342,000,000.00"
12961,University of Rochester,218332,"$64,000.00",2023,USA,"$14,305,000.00","$106,915,000.00","$221,412,000.00","$1,766,000.00","$21,335,000.00",$0.00,"$2,457,000.00","$3,666,000.00","$57,142,000.00","$30,075,000,000.00","$16,014,000,000.00","$6,140,000,000.00"
11409,University of Alaska Fairbanks,215458,"$97,918,000.00",2023,USA,"$41,062,000.00","$9,402,000.00","$8,005,000.00","$25,141,000.00","$46,220,000.00","$3,154,000.00","$23,718,000.00","$7,674,000.00","$42,733,000.00","$5,505,000,000.00","$2,814,000,000.00","$2,613,000,000.00"
11597,Morehouse School of Medicine,198144,"$28,230,000.00",2023,USA,"$854,000.00",$0.00,"$39,186,000.00",$0.00,"$952,000.00",$0.00,"$77,000.00","$987,000.00","$10,710,000.00",$0.00,"$4,359,000,000.00",$0.00
11913,Rowan University,197127,"$16,592,000.00",2023,USA,"$6,945,000.00",$0.00,"$6,790,000.00","$227,000.00","$3,562,000.00","$163,000.00","$767,000.00","$6,659,000.00","$20,501,000.00","$1,230,000,000.00","$966,000,000.00",$0.00
12002,SUNY Downstate Health Sciences University,216649,"$22,401,000.00",2023,USA,"$1,760,000.00",$0.00,"$26,430,000.00",$0.00,"$231,000.00",$0.00,"$122,000.00",$0.00,"$3,431,000.00","$313,000,000.00","$3,005,000,000.00","$308,000,000.00"
12017,Appalachian State University,224598,"$24,266,000.00",2023,USA,"$33,000.00","$32,000.00","$319,000.00","$79,000.00","$1,978,000.00","$539,000.00","$517,000.00","$134,000.00","$3,123,000.00","$702,000,000.00","$1,006,000,000.00","$17,000,000.00"
12031,Johnson C. Smith University,198335,"$1,000,000.00",2023,USA,$0.00,$0.00,"$348,000.00",$0.00,"$43,000.00",$0.00,"$1,163,000.00",$0.00,"$48,000.00",$0.00,$0.00,$0.00
13010,The Ohio State University,215745,"$818,000.00",2023,USA,,,,,,,,,,,,
11602,University of West Georgia,114214,"$245,000.00",2023,USA,,,,,,,,,,,,
