"AID","name","orcid","hindex","i10index","_affilliation","_afilldaterange","_afillEID","flagged","openalexid"
"127775","Hui Kang","https://orcid.org/0000-0002-7105-0684",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5101652464"
"127776","Fatih Sarigol","https://orcid.org/0000-0002-5842-6114",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5052805561"
"127777","Burney J. Le Bœuf","https://orcid.org/0000-0002-7952-2930",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5054134645"
"127778","Daniel P. Costa","https://orcid.org/0000-0002-0233-5782",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5028316837"
"127779","Roxanne S. Beltran","https://orcid.org/0000-0002-8520-1105",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5075982283"
"127780","Joanne Reiter","https://orcid.org/0009-0009-1215-940X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5013332436"
"127781","Patrick W. Robinson","https://orcid.org/0000-0003-3957-8347",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5023071621"
"127782","Nancy Rotzel McInerney","https://orcid.org/0000-0002-6519-7671",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5000474273"
"127783","Inge Seim","https://orcid.org/0000-0001-8594-7217",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5013717991"
"127784","Shuai Sun","https://orcid.org/0000-0003-1092-3186",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5058572541"
"127785","Guangyi Fan","https://orcid.org/0000-0001-7365-1590",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5056684485"
"127786","Songhai Li","https://orcid.org/0000-0003-4977-1722",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5112666280"
"127787","Qiang Sun","https://orcid.org/0000-0002-4589-8040",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5052149401"
"127788","Nicholas Oliveira","https://orcid.org/0009-0003-4219-8676",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5078167692"
"127789","Soonho Kwon","https://orcid.org/0000-0002-9225-3018",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5065096122"
"127790","Sergiy Tyukhtenko","https://orcid.org/0000-0002-0446-9979",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5042428722"
"127791","Jason J. Guo","https://orcid.org/0000-0002-3748-7575",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5059871556"
"127792","Nathalie Myrthil",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5011491435"
"127793","Steven A. Lopez","https://orcid.org/0000-0002-8418-3638",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5083662167"
"127794","Ian Kendrick","https://orcid.org/0000-0003-1664-0662",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5017281004"
"127795","Sanjeev Mukerjee","https://orcid.org/0000-0002-2980-7655",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5088428434"
"127796","Steven N. Ehrlich","https://orcid.org/0000-0002-4570-8833",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5091749773"
"127797","Jingkun Li","https://orcid.org/0000-0003-1699-3089",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5020694640"
"127798","Yushan Yan","https://orcid.org/0000-0001-6616-4575",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5101710201"
"127799","Qingying Jia","https://orcid.org/0000-0002-4005-8894",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5015430481"
"127800","Haiyang Chen","https://orcid.org/0000-0001-9144-0631",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5100697324"
"127801","Libor Kobera","https://orcid.org/0000-0002-8826-948X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5014975798"
"127802","Lilin He","https://orcid.org/0000-0002-9560-8101",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5078985607"
"127803","Yuting Huang","https://orcid.org/0000-0003-3136-757X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5076143399"
"127804","Junyuan Ding",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5062367507"
"127805","Ben Zhang","https://orcid.org/0000-0003-4473-9184",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5100700613"
"127806","Sadisha Nanayakkara","https://orcid.org/0000-0002-1316-1888",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5045448368"
"127807","Jialei Zheng",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5113156180"
"127808","Weijie Chen","https://orcid.org/0000-0002-7614-1702",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5100686050"
"127809","Sabina Abbrent","https://orcid.org/0000-0003-4228-4059",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5082139674"
"127810","Jiřı́ Brus","https://orcid.org/0000-0003-2692-612X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5000885751"
"127811","Aidan H. Coffey","https://orcid.org/0000-0002-3803-4965",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5032755495"
"127812","Chenhui Zhu","https://orcid.org/0000-0002-7452-2288",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5028071893"
"127813","Heng Liu","https://orcid.org/0000-0002-6035-3428",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5000865498"
"127814","Yongfang Li","https://orcid.org/0000-0002-2565-2748",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5100694086"
"127815","Yaowen Li","https://orcid.org/0000-0001-7229-582X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5079766796"
"127816","Vrishank Jambur","https://orcid.org/0000-0003-3777-8265",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5053602522"
"127817","Siamak Attarian","https://orcid.org/0000-0001-9275-2020",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5041968293"
"127818","Jianqi Xi","https://orcid.org/0000-0002-0501-9718",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5030276960"
"127819","Wenwen Xu","https://orcid.org/0000-0002-2574-7608",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5101434220"
"127820","David M. Sanchez","https://orcid.org/0000-0003-0697-7579",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5014674819"
"127821","Umberto Raucci","https://orcid.org/0000-0002-8219-224X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5058606943"
"127822","Hantao Zhou","https://orcid.org/0000-0002-6469-3198",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5038643850"
"127823","Xinning Dong","https://orcid.org/0000-0003-4728-6862",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5021098993"
"127824","Mingqiu Hu","https://orcid.org/0000-0003-1397-0180",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5108024234"
"127825","Christopher J. Bardeen","https://orcid.org/0000-0002-5755-9476",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5022391004"
"127826","Todd J. Martı́nez","https://orcid.org/0000-0002-4798-8947",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5040462364"
"127827","Ryan C. Hayward","https://orcid.org/0000-0001-6483-2234",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5061671971"
"127828","Shuchen Zhang","https://orcid.org/0000-0001-8560-0045",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5030292206"
"127829","Linrui Jin","https://orcid.org/0000-0002-1416-786X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5072778391"
"127830","Yuan Lu",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5074680121"
"127831","Linghai Zhang","https://orcid.org/0000-0003-0536-5765",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5065037356"
"127832","Jiaqi Yang","https://orcid.org/0000-0001-7715-7864",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5101517293"
"127833","Qiuchen Zhao","https://orcid.org/0000-0003-0965-1849",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5101852292"
"127834","Dewei Sun",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5081596401"
"127835","Joshua J. P. Thompson","https://orcid.org/0000-0003-1066-0224",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5009601822"
"127836","Biao Yuan","https://orcid.org/0000-0001-9085-3928",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5076170351"
"127837","Ke Ma","https://orcid.org/0000-0003-4178-0907",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5101646256"
"127838","Akriti Akriti",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5086110080"
"127839","Jee Yung Park","https://orcid.org/0000-0002-9814-6563",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5000539230"
"127840","Yoon Ho Lee","https://orcid.org/0000-0003-1795-7872",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5024799659"
"127841","Zitang Wei","https://orcid.org/0000-0002-7391-0342",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5001383826"
"127842","Blake P. Finkenauer","https://orcid.org/0000-0001-6945-6207",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5071184117"
"127843","Daria D. Blach","https://orcid.org/0000-0002-1926-2081",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5024247782"
"127844","Sarath Kumar","https://orcid.org/0000-0001-8802-256X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5025935500"
"127845","Hailin Peng","https://orcid.org/0000-0003-1569-0238",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5054639451"
"127846","Arun Mannodi‐Kanakkithodi","https://orcid.org/0000-0003-0780-1583",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5032715041"
"127847","Yi Yu","https://orcid.org/0000-0003-4326-5992",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5060198927"
"127848","Ermin Malić","https://orcid.org/0000-0003-1434-9003",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5057703808"
"127849","Libai Huang","https://orcid.org/0000-0001-9975-3624",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5012170452"
"127850","Heechang Shin","https://orcid.org/0009-0007-3490-244X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5102770511"
"127851","Ki Seok Kim","https://orcid.org/0000-0002-7958-4058",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5101917875"
"127852","Doyoon Lee","https://orcid.org/0000-0003-4355-8146",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5047670896"
"127853","Chanyeol Choi","https://orcid.org/0000-0003-3304-3253",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5047029131"
"127854","Jun Min Suh","https://orcid.org/0000-0001-8506-0739",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5046957733"
"127855","B. Kim","https://orcid.org/0009-0001-7838-6420",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5087333034"
"127856","Hyunseok Kim","https://orcid.org/0000-0003-3091-8413",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5100326523"
"127857","Anh Tuấn Hoàng","https://orcid.org/0000-0003-0911-1391",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5026789068"
"127858","Bo‐In Park","https://orcid.org/0000-0002-9084-3516",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5040192744"
"127859","Guanyu Zhou","https://orcid.org/0000-0002-2291-9427",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5083613163"
"127860","Suresh Sundaram","https://orcid.org/0000-0003-3194-2730",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5101524943"
"127861","Phuong Vuong","https://orcid.org/0000-0003-2775-7081",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5077523351"
"127862","Jiho Shin","https://orcid.org/0009-0008-4971-5353",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5101814403"
"127863","Jinyeong Choe",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5102584114"
"127864","Zhihao Xu","https://orcid.org/0000-0002-2325-8069",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5102840121"
"127865","Rehan Younas","https://orcid.org/0000-0001-8091-0562",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5042942851"
"127866","Justin S. Kim","https://orcid.org/0009-0001-0607-1868",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5115604131"
"127867","Sangmoon Han","https://orcid.org/0000-0001-7924-2050",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5010327506"
"127868","Sangho Lee","https://orcid.org/0000-0003-4164-1827",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5100330727"
"127869","Sun Ok Kim",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5110203046"
"127870","Beomseok Kang","https://orcid.org/0000-0003-3562-6233",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5028117919"
"127871","Seungju Seo","https://orcid.org/0000-0002-1676-7172",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5000509995"
"127872","Hyojung Ahn","https://orcid.org/0000-0002-7450-5728",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5057329559"
"127873","Seunghwan Seo","https://orcid.org/0000-0002-1703-2709",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5024219636"
"127874","Sungchul Mun","https://orcid.org/0000-0003-4596-9889",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5018004235"
"127875","Min‐Chul Park","https://orcid.org/0000-0002-8575-085X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5007199257"
"127876","Suyoun Lee","https://orcid.org/0000-0002-5147-6821",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5100398167"
"127877","Hyung-jun Kim","https://orcid.org/0000-0002-2132-0367",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5100388379"
"127878","Hyun S. Kum","https://orcid.org/0000-0002-8009-569X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5090616851"
"127879","Peng Lin","https://orcid.org/0000-0002-0679-8063",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5049088847"
"127880","Christopher L. Hinkle","https://orcid.org/0000-0002-5485-6600",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5078398095"
"127881","A. Ougazzaden","https://orcid.org/0000-0002-9959-5280",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5075317216"
"127882","Jong‐Hyun Ahn","https://orcid.org/0000-0002-8135-7719",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5084678270"
"127883","Sang‐Hoon Bae","https://orcid.org/0000-0002-1518-7635",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5080187673"
"127884","Jianbing Zhang","https://orcid.org/0000-0003-0642-3939",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5049207163"
"127885","Shengchun Shen","https://orcid.org/0000-0002-7307-2473",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5043775047"
"127886","Meng Wang","https://orcid.org/0000-0002-0297-1180",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5100377125"
"127887","Haozhi Sha","https://orcid.org/0000-0002-9543-923X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5000877585"
"127888","Xueli Xu",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5087358323"
"127889","Yingjie Lyu","https://orcid.org/0000-0002-1335-4815",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5021088933"
"127890","Huining Peng",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5085080355"
"127891","Wandong Xing","https://orcid.org/0000-0002-7562-8922",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5004058686"
"127892","Lauren N. Walters","https://orcid.org/0000-0002-9710-9146",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5070328820"
"127893","Linhan Liu",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5002935670"
"127894","Yujia Wang","https://orcid.org/0000-0001-8434-4801",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5100767795"
"127895","De Hou","https://orcid.org/0000-0003-0457-7491",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5036553134"
"127896","Chuanying Xi","https://orcid.org/0000-0003-3179-7019",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5051900575"
"127897","Li Pi","https://orcid.org/0000-0001-7016-1094",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5101887981"
"127898","Hiroaki Ishizuka","https://orcid.org/0000-0002-5719-4315",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5003204394"
"127899","Yoshinori Kotani","https://orcid.org/0000-0003-0819-3524",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5023975627"
"127900","Motoi Kimata","https://orcid.org/0000-0003-4936-2988",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5036867271"
"127901","Hiroyuki Nojiri","https://orcid.org/0000-0002-9676-7710",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5090298018"
"127902","Tetsuya Nakamura","https://orcid.org/0000-0001-5647-9477",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5074109617"
"127903","Tian Liang","https://orcid.org/0000-0002-4332-2814",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5100600160"
"127904","Di Yi","https://orcid.org/0000-0002-7209-1947",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5021661236"
"127905","Tianxiang Nan","https://orcid.org/0000-0001-6804-2029",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5014725842"
"127906","Jiadong Zang","https://orcid.org/0000-0002-5089-9806",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5017358419"
"127907","Zhigao Sheng","https://orcid.org/0000-0003-3382-5968",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5005688319"
"127908","Qing He","https://orcid.org/0000-0002-0563-6134",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5061266995"
"127909","Shuyun Zhou","https://orcid.org/0000-0002-9841-8610",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5006283995"
"127910","Naoto Nagaosa","https://orcid.org/0000-0001-7924-6000",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5029751621"
"127911","Ce‐Wen Nan","https://orcid.org/0000-0003-2176-6403",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5060345214"
"127912","Yoshinori Tokura","https://orcid.org/0000-0002-2732-4983",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5102970927"
"127913","Rong Yu","https://orcid.org/0000-0003-1687-3597",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5051498051"
"127914","Pu Yu","https://orcid.org/0000-0002-5513-7632",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5045612744"
"127915","Sheikh Rubaiat Ul Haque","https://orcid.org/0000-0001-5653-1685",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5036729804"
"127916","Marios H. Michael","https://orcid.org/0000-0003-4579-8792",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5015112349"
"127917","Junbo Zhu",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5100849550"
"127918","Yuan Zhang","https://orcid.org/0000-0002-8868-1634",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5100368741"
"127919","Lukas Windgätter","https://orcid.org/0000-0002-4986-8789",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5088047125"
"127920","Simone Latini","https://orcid.org/0000-0001-9553-5259",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5005598289"
"127921","Joshua P. Wakefield","https://orcid.org/0000-0003-2149-4970",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5015666885"
"127922","Gufeng Zhang",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5062647279"
"127923","Jingdi Zhang","https://orcid.org/0000-0002-4303-816X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5055993039"
"127924","Ángel Rubio","https://orcid.org/0000-0003-2060-3151",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5080861685"
"127925","J. G. Checkelsky","https://orcid.org/0000-0003-0325-5204",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5059661333"
"127926","Eugene Demler","https://orcid.org/0000-0002-2499-632X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5059690645"
"127927","Richard D. Averitt","https://orcid.org/0000-0003-0451-1935",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5025806184"
"127928","Luojun Du","https://orcid.org/0000-0002-2420-8258",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5068103569"
"127929","Zhiheng Huang","https://orcid.org/0000-0003-4190-2468",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5082888932"
"127930","Jin Zhang","https://orcid.org/0000-0002-5646-1928",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5100405973"
"127931","Fangwei Ye","https://orcid.org/0000-0003-2263-9000",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5075751634"
"127932","Qing Dai","https://orcid.org/0000-0002-1750-0867",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5084024507"
"127933","Hui Deng","https://orcid.org/0000-0003-0629-3230",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5052833052"
"127934","Guangyu Zhang","https://orcid.org/0000-0002-1242-4391",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5100446003"
"127935","Zhipei Sun","https://orcid.org/0000-0002-9771-5293",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5022032475"
"127936","Vladimir A. Stoica","https://orcid.org/0000-0002-2734-7819",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5060235976"
"127937","Tiannan Yang",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5019284148"
"127938","Yue Cao","https://orcid.org/0000-0002-3989-158X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5025182861"
"127939","Huaiyu Wang","https://orcid.org/0000-0001-7555-1198",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5100706683"
"127940","Yuya Kubota","https://orcid.org/0000-0001-9335-098X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5024746405"
"127941","Cheng Dai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5103966942"
"127942","Hari Padma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5092895739"
"127943","Yusuke Sato","https://orcid.org/0000-0002-3146-3222",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5073961224"
"127944","Anudeep Mangu","https://orcid.org/0000-0002-5596-8348",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5090832671"
"127945","Quynh L. Nguyen","https://orcid.org/0000-0002-5897-8576",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5044003926"
"127946","Zhan Zhang","https://orcid.org/0000-0002-7618-6134",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5100393420"
"127947","Disha Talreja",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5039341531"
"127948","Marc Zajac","https://orcid.org/0000-0001-8883-3741",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5046459708"
"127949","Donald A. Walko",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5031209214"
"127950","Anthony D. DiChiara",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5089329059"
"127951","Shigeki Owada",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5029985498"
"127952","Kohei Miyanishi","https://orcid.org/0000-0002-6477-3710",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5090700555"
"127953","Kenji Tamasaku","https://orcid.org/0000-0003-1440-0518",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5075767418"
"127954","Takahiro Sato","https://orcid.org/0000-0003-2202-0910",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5017931596"
"127955","James M. Glownia","https://orcid.org/0000-0002-6172-7946",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5074143523"
"127956","Vincent Esposito","https://orcid.org/0000-0001-6153-133X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5077114135"
"127957","S. Nelson","https://orcid.org/0000-0002-2937-6074",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5024706267"
"127958","Matthias C. Hoffmann","https://orcid.org/0000-0002-3596-9853",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5017834122"
"127959","Iwao Matsuda","https://orcid.org/0000-0002-2118-9303",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5034775911"
"127960","Diling Zhu","https://orcid.org/0000-0002-5015-4791",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5109974144"
"127961","Long-Q Chen",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5107957588"
"127962","Haidan Wen","https://orcid.org/0000-0002-5427-175X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5073272788"
"127963","Venkatraman Gopalan","https://orcid.org/0000-0001-6866-3677",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5017532577"
"127964","J. W. Freeland","https://orcid.org/0000-0003-4814-5308",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5055089964"
"127965","Qingkun Liu","https://orcid.org/0000-0002-1522-5347",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5044456061"
"127966","Wei Wang","https://orcid.org/0000-0003-2824-7518",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5100392244"
"127967","Himani Sinhmar","https://orcid.org/0000-0002-0458-9401",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5035938170"
"127968","Itay Griniasty","https://orcid.org/0000-0003-1390-6621",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5079200693"
